imdbID,Title,Year,Rating10,Review,SafeForParents,ForKids,Tags,FirstWatched,LastWatched
tt39673634,Sandiwara,2026,5.9,"Que fome. Super viajaria pra Malásia só pela culinária. Novos sabores, novas experiencias...

E esse curta bate bem nessa tecla, com um pedacinho da cultura local. Historia, historia mesmo não tem. O que é uma pena, pois com uma direção tão boa e um conceito tão legal dava para ter feito algo mais completo do que apenas 10 minutinhos de filme.

Michelle Yeoh tá ótima em alguns papéis. Já em outros, como a de influencer achei ela um pouquinho desconfortável e acabou caindo para o caricato.",True,False,,2026-07-13,2026-07-13
